Kanji,Meaning,Radicals,Sound
抽出,extraction,Pluck + Exit,ちゅうしゅつ
吹き出す,to spout out,Blow + Exit,ふだ
出版社,publisher,Exit + Edition + Company,しゅっぱんしゃ
出所,source,Exit + Place,しゅっしょ
猟犬,hound,Hunting + Dog,りょうけん
子犬,puppy,Child + Dog,こいぬ
負け犬,loser,Lose + Dog,まいぬ
柴犬,shiba inu (dog breed),Brushwood + Dog,しばいぬ
子供,child,Child + Servant,こども
帽子,hat,Hat + Child,ぼうし
椅子,chair,Chair + Child,いす
息子,son,Breath + Child,むすこ
電子,electron,Electricity + Child,でんし
女の子,girl,Woman + Child,おんなこ
男の子,boy,Man + Child,おとここ
お菓子,confections,Cake + Child,かし
障子,shoji (paper sliding door),Hinder + Child,しょうじ
孤児,orphan,Orphan + Child,こじ
原子,atom,Original + Child,げんし
双子,twins,Pair + Child,ふたご
調子,tune,Investigate + Child,ちょうし
王子,prince,King + Child,おうじ
女子,woman,Woman + Child,じょし
迷子,lost child,Astray + Child,まいご
子孫,descendant,Child + Grandchild,しそん
小指,little finger,Small + Finger,こゆび
扇子,folding fan,Folding Fan + Child,せんす
原子力,atomic energy,Original + Child + Power,げんしりょく
皇太子,crown prince,Emperor + Fat + Child,こうたいし
遺伝子,gene,Leave Behind + Transmit + Child,いでんし
車椅子,wheelchair,Car + Chair + Child,くるまいす
子守唄,lullaby,Child + Protect + Shamisen Song,こもりうた
子牛,calf,Child + Cow,こうし
養子,adopted child (usu. male),Foster + Child,ようし
妻子,wife and children,Wife + Child,さいし
粒子,particle,Grains + Child,りゅうし
辛子,mustard,Spicy + Child,からし
子犬,puppy,Child + Dog,こいぬ
子猫,kitten,Child + Cat,こねこ
原子爆弾,atomic bomb,Original + Child + Explode + Bullet,げんしばくだん
生卵,raw egg,Life + Egg,なまたまご
判子,seal (used in lieu of a signature),Judge + Child,
ゆで卵,boiled egg,Egg,たまご
手紙,letter,Hand + Paper,てがみ
切手,stamp (postage),Cut + Hand,きって
手袋,glove,Hand + Sack,てぶくろ
握手,handshake,Grip + Hand,あくしゅ
拍手,clapping hands,Beat + Hand,はくしゅ
助手,assistant,Help + Hand,じょしゅ
上手,skillful,Above + Hand,じょうず
下手,unskillful,Below + Hand,へた
お手洗い,toilet,Hand + Wash,てあら
手首,wrist,Hand + Neck,てくび
手洗い,washing one's hands,Hand + Wash,てあら
手錠,handcuffs,Hand + Lock,てじょう
手伝う,to help,Hand + Transmit,てつだ
相手,companion,Mutual + Hand,あいて
歌手,singer,Song + Hand,かしゅ
選手,player (of a sport),Choose + Hand,せんしゅ
苦手,poor (at),Suffering + Hand,にがて
上手い,skillful,Above + Hand,うま
手続き,procedure,Hand + Continue,てつづ
手ごろ,handy,Hand,て
派手,showy,Sect + Hand,はで
手帳,notebook,Hand + Notebook,てちょう
運転手,driver,Carry + Revolve + Hand,うんてんしゅ
手がかり,clue,Hand,て
投手,pitcher,Throw + Hand,とうしゅ
騎手,horseman,Horse + Hand,きしゅ
勝手,one's own convenience,Win + Hand,かって
両手,both hands,Both + Hand,りょうて
左手,left hand,Left + Hand,ひだりて
右手,right hand,Right + Hand,みぎて
手渡す,to hand (over),Hand + Transit,てわた
片手,one hand,One Sided + Hand,かたて
手作り,handmade,Hand + Make,てづく
手のひら,palm (of the hand),Hand,て
売り手,seller,Sell + Hand,うて
手荷物,hand luggage,Hand + Luggage + Thing,てにもつ
左右,left and right,Left + Right,さゆう
左利き,left-handedness,Left + Profit,ひだりき
左手,left hand,Left + Hand,ひだりて
左側,left side,Left + Side,ひだりがわ
左腕,left arm,Left + Arm,さわん
左翼,left wing,Left + Wing,さよく
左遷,demotion,Left + Transition,させん
正直,honest,Correct + Fix,しょうじき
正しい,right,Correct,ただ
正義,justice,Correct + Righteousness,せいぎ
正確,accurate,Correct + Certain,せいかく
不正,injustice,Not + Correct,ふせい
醤油,soy sauce,Soy Sauce + Oil,しょうゆ
改正,revision,Renew + Correct,かいせい
訂正,correction,Revise + Correct,ていせい
正解,correct answer,Correct + Untie,せいかい
矯正,"correction (of a fault, defect, flaw, etc.)",Correct + Correct,きょうせい
正座,seiza,Correct + Sit,せいざ
天気予報,weather forecast,Heaven + Energy + Beforehand + News,てんきよほう
天皇,Emperor of Japan,Heaven + Emperor,てんのう
天気,weather,Heaven + Energy,てんき
天才,genius,Heaven + Genius,てんさい
天国,paradise,Heaven + Country,てんごく
天候,weather,Heaven + Climate,てんこう
天井,ceiling,Heaven + Well,てんじょう
天使,angel,Heaven + Use,てんし
王様,king,King + Formal Name Title,おうさま
女王,queen,Woman + King,じょおう
王子,prince,King + Child,おうじ
国王,king,Country + King,こくおう
王妃,queen (consort),King + Princess,おうひ
海王星,Neptune (planet),Sea + King + Star,かいおうせい
王冠,crown,King + Crown,おうかん
王女,princess,King + Woman,おうじょ
子供,child,Child + Servant,こども
小説,novel,Small + Theory,しょうせつ
小学校,primary school,Small + Study + School,しょうがっこう
少女,girl (usu. between 7 and 17),Few + Woman,しょうじょ
小さい,small,Small,ちい
小包,parcel,Small + Wrap,こづつみ
小遣い,pocket money,Small + Dispatch,こづか
縮小,reduction,Shrink + Small,しゅくしょう
小学生,elementary school student,Small + Study + Life,しょうがくせい
小柄,small build,Small + Pattern,こがら
小指,little finger,Small + Finger,こゆび
小麦粉,wheat flour,Small + Wheat + Powder,こむぎこ
子牛,calf,Child + Cow,こうし
小声,low voice,Small + Voice,こごえ
子犬,puppy,Child + Dog,こいぬ
子猫,kitten,Child + Cat,こねこ
左右,left and right,Left + Right,さゆう
右側,right side,Right + Side,みぎがわ
右手,right hand,Right + Hand,みぎて
右腕,right arm,Right + Arm,みぎうで
右翼,right wing,Right + Wing,うよく
右利き,right-handedness,Right + Profit,みぎき
本棚,bookshelves,Book + Shelf,ほんだな
資本,funds,Resources + Book,しほん
本当,truth,Book + Correct,ほんとう
本能,instinct,Book + Ability,ほんのう
根源,root,Root + Origin,こんげん
本質,essence,Book + Quality,ほんしつ
脚本,script,Leg + Book,きゃくほん
本物,genuine article,Book + Thing,ほんもの
基本,basics,Foundation + Book,きほん
本来,originally,Book + Come,ほんらい
本気,seriousness,Book + Energy,ほんき
本館,"main building (as opposed to an annex, outbuilding, etc.)",Book + Public Building,ほんかん
日本,Japan,Sun + Book,にほん
日本語,Japanese (language),Sun + Book + Language,にほんご
基本的,fundamental,Foundation + Book + Target,きほんてき
本屋,bookstore,Book + Roof,ほんや
本社,head office,Book + Company,ほんしゃ
本当に,really,Book + Correct,ほんとう
本州,Honshū (largest of the four main islands of Japan),Book + State,ほんしゅう
丸い,round,Circle,まる
丸ごと,in its entirety,Circle,まる
弾丸,bullet,Bullet + Circle,だんがん
水曜日,Wednesday,Water + Weekday + Sun,すいようび
水道,water supply,Water + Road,すいどう
香水,perfume,Fragrance + Water,こうすい
淡水,fresh water (i.e. not salt water),Faint + Water,たんすい
噴水,water fountain,Erupt + Water,ふんすい
洪水,flood,Flood + Water,こうずい
潜水,diving,Conceal + Water,せんすい
水滴,drop of water,Water + Drip,すいてき
排水,drainage,Reject + Water,はいすい
水着,bathing suit,Water + Wear,みずぎ
防水,waterproofing,Prevent + Water,ぼうすい
潜水艦,submarine,Conceal + Water + Warship,せんすいかん
西瓜,watermelon (Citrullus lanatus),West + Melon,すいか
水色,light blue,Water + Color,みずいろ
水中,underwater,Water + Middle,すいちゅう
水害,water damage,Water + Damage,すいがい
浸水,inundation,Immersed + Water,しんすい
水深,depth of water,Water + Deep,すいしん
汚水,filthy water,Dirty + Water,おすい
水彩画,watercolor painting,Water + Coloring + Drawing,すいさいが
瑞々しい,fresh and youthful,Congratulations + Repeater,みずみず
万年筆,fountain pen,Ten Thousand + Year + Writing Brush,まんねんひつ
万歳,banzai,Ten Thousand + Years Old,ばんざい
１００万,"1,000,000",Ten Thousand,ひゃくまん
１０万,"100,000",Ten Thousand,じゅうまん
万人,all people,Ten Thousand + Person,ばんにん
１万,"10,000",Ten Thousand,いちまん
漫才,manzai,Manga + Genius,まんざい
費用,cost,Expense + Task,ひよう
活用,practical use,Lively + Task,かつよう
必要,necessary,Certain + Need,ひつよう
用意,preparation,Task + Idea,ようい
用事,business,Task + Action,ようじ
信用,confidence,Believe + Task,しんよう
使用,use,Use + Task,しよう
用いる,to use,Task,もち
器用,skillful,Container + Task,きよう
採用,use,Gather + Task,さいよう
作用,action,Make + Task,さよう
雇用,employment,Employ + Task,こよう
代用,substitution,Substitute + Task,だいよう
公用,official business,Public + Task,こうよう
兼用,multi-use,Concurrently + Task,けんよう
久しぶり,a long time (since the last time),Long Time,ひさ
永久,eternity,Eternity + Long Time,えいきゅう
久しい,long (time that has passed),Long Time,ひさ
耐久性,durability,Resistant + Long Time + Gender,たいきゅうせい
恒久,permanence,Constant + Long Time,こうきゅう
悠久,eternal,Leisure + Long Time,ゆうきゅう
元気,lively,Origin + Energy,げんき
根源,root,Root + Origin,こんげん
還元,restoration,Send Back + Origin,かんげん
紀元前,pre-era,Account + Origin + Before,きげんぜん
襟元,(around the) neck,Collar + Origin,えりもと
紀元後,post-era,Account + Origin + Behind,きげんご
元帥,(field) marshal,Origin + Commander,げんすい
元凶,ringleader,Origin + Villain,げんきょう
兄弟,siblings,Older Brother + Younger Brother,きょうだい
お兄さん,older brother,Older Brother,にい
従兄弟,cousin (male),Obey + Older Brother + Younger Brother,いとこ
兄貴,elder brother,Older Brother + Valuable,あにき
午後,afternoon,Noon + Behind,ごご
午前,morning,Noon + Before,ごぜん
太陽,Sun,Fat + Sunshine,たいよう
太い,fat,Fat,ふと
太鼓,drum,Fat + Beat,たいこ
太る,to put on weight,Fat,ふと
太平洋,Pacific Ocean,Fat + Peace + Western Style,たいへいよう
皇太子,crown prince,Emperor + Fat + Child,こうたいし
太陽系,solar system,Fat + Sunshine + Lineage,たいようけい
太字,boldface,Fat + Letter,ふとじ
皇太子妃,crown princess,Emperor + Fat + Child + Princess,こうたいしひ
毛布,blanket,Fur + Cloth,もうふ
髪の毛,hair (on the head),Hair + Fur,かみけ
羊毛,wool,Sheep + Fur,ようもう
毛糸,knitting wool,Fur + Thread,けいと
毛虫,hairy caterpillar,Fur + Insect,けむし
純毛,all-wool,Pure + Fur,じゅんもう
方向,direction,Direction + Yonder,ほうこう
方言,dialect,Direction + Say,ほうげん
仕方,way,Doing + Direction,しかた
両方,both,Both + Direction,りょうほう
方法,method,Direction + Method,ほうほう
味方,friend,Flavor + Direction,
法則,law,Method + Rule,ほうそく
見方,viewpoint,See + Direction,みかた
考え方,way of thinking,Think + Direction,かんがかた
使い方,way of using (something),Use + Direction,つかかた
言い方,way of saying (something),Say + Direction,いかた
書き方,way of writing,Write + Direction,かかた
読み方,pronunciation,Read + Direction,よかた
東方,eastern direction,East + Direction,とうほう
話し方,way of talking,Talk + Direction,はなかた
方向音痴,(person with) no sense of direction,Direction + Yonder + Sound + Stupid,ほうこうおんち
作り方,style of building,Make + Direction,つくかた
外国人,foreigner,Outside + Country + Person,がいこくじん
郊外,suburb,Suburbs + Outside,こうがい
海外,foreign,Sea + Outside,かいがい
外交,diplomacy,Outside + Mix,がいこう
外国,foreign country,Outside + Country,がいこく
以外,excluding,By Means Of + Outside,いがい
意外,unexpected,Idea + Outside,いがい
外れる,to be disconnected,Outside,はず
例外,exception,Example + Outside,れいがい
案外,unexpectedly,Plan + Outside,あんがい
余所,another place,Surplus + Place,よそ
除外,exception,Exclude + Outside,じょがい
外観,outward appearance,Outside + View,がいかん
外来,foreign,Outside + Come,がいらい
外人,foreigner (esp. one of European ancestry),Outside + Person,がいじん
紫外線,ultraviolet rays,Purple + Outside + Line,しがいせん
外交官,diplomat,Outside + Mix + Government,がいこうかん
疎外,alienation,Neglect + Outside,そがい
外側,exterior,Outside + Side,そとがわ
外れ,end,Outside,はず
対外,external,Versus + Outside,たいがい
気違い,madness,Energy + Different,きちが
外面,outer surface,Outside + Face,がいめん
外務大臣,Minister for Foreign Affairs,Outside + Task + Big + Servant,がいむだいじん
公園,(public) park,Public + Garden,こうえん
公害,pollution,Public + Damage,こうがい
